order_id,client_id,product_type,box_size,quantity,delivery_date,order_date,material_bom
PO-2022-0267,Dabur India,medium_std,medium,27715,2022-03-02,2022-02-16,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0268,Parle Products,large_std,large,64514,2022-08-28,2022-07-29,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0269,Marico,large_std,large,18897,2022-12-04,2022-10-24,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0270,Nestle India,medium_std,medium,27482,2022-08-04,2022-06-29,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0271,Dabur India,small_printed,small,64061,2022-04-25,2022-03-15,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0272,ITC Foods,small_printed,small,57787,2022-03-02,2022-01-20,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0273,Britannia,small_printed,small,52390,2023-09-12,2023-08-11,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0274,ITC Foods,small_printed,small,6235,2022-05-22,2022-04-28,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0275,ITC Foods,small_printed,small,64030,2023-10-14,2023-09-25,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0276,Britannia,small_std,small,21388,2023-04-12,2023-03-24,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0277,Nestle India,large_std,large,48748,2023-03-17,2023-02-10,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0278,Hindustan Unilever,small_std,small,35494,2022-07-18,2022-06-22,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0279,Parle Products,large_std,large,83374,2023-01-22,2022-12-24,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0280,Parle Products,medium_std,medium,22987,2022-05-09,2022-04-16,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0281,Marico,small_std,small,29621,2023-12-16,2023-11-03,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0282,ITC Foods,medium_printed,medium,34800,2023-09-04,2023-08-01,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0283,Marico,small_printed,small,8299,2022-07-07,2022-06-04,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0284,Hindustan Unilever,medium_printed,medium,12436,2022-11-11,2022-10-09,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0285,ITC Foods,small_printed,small,7429,2023-05-20,2023-04-18,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0286,Hindustan Unilever,large_premium,large,64232,2022-04-27,2022-03-20,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0287,Dabur India,medium_printed,medium,44244,2023-05-31,2023-04-19,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0288,Marico,large_premium,large,17205,2023-09-01,2023-08-09,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0289,ITC Foods,small_printed,small,11741,2022-03-24,2022-03-05,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0290,Nestle India,large_premium,large,14711,2023-07-13,2023-06-01,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0291,Parle Products,medium_printed,medium,40669,2023-05-02,2023-03-26,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0292,ITC Foods,large_std,large,26563,2023-02-03,2023-01-17,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0293,ITC Foods,large_premium,large,40632,2023-10-29,2023-10-09,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0294,Godrej Consumer,large_premium,large,28893,2023-08-18,2023-07-26,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0295,Parle Products,small_std,small,68187,2023-01-13,2022-12-08,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0296,Britannia,large_premium,large,92963,2022-12-06,2022-11-14,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0297,Godrej Consumer,large_premium,large,71582,2023-10-10,2023-09-02,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0298,Hindustan Unilever,large_std,large,89083,2023-12-01,2023-10-21,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0299,Godrej Consumer,large_std,large,5220,2023-06-30,2023-06-05,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0300,Marico,large_std,large,68467,2022-09-03,2022-08-08,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0301,Godrej Consumer,medium_std,medium,14958,2022-09-09,2022-08-20,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0302,Dabur India,medium_printed,medium,55459,2023-07-09,2023-06-04,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0303,Parle Products,medium_std,medium,47303,2023-10-19,2023-09-25,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0304,Parle Products,large_premium,large,53407,2022-08-16,2022-07-05,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0305,Nestle India,small_printed,small,25857,2022-03-28,2022-02-14,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0306,Marico,large_std,large,58357,2023-10-16,2023-09-18,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0307,Marico,medium_std,medium,23978,2023-07-27,2023-07-01,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0308,Marico,large_premium,large,59306,2023-02-24,2023-01-12,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0309,Britannia,small_printed,small,57669,2022-11-09,2022-10-16,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0310,Godrej Consumer,medium_printed,medium,13072,2022-08-10,2022-07-24,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0311,Hindustan Unilever,small_printed,small,95253,2023-11-09,2023-10-19,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0312,Godrej Consumer,small_std,small,84014,2022-11-30,2022-10-19,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0313,Hindustan Unilever,medium_std,medium,55208,2023-07-08,2023-06-10,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0314,Britannia,large_std,large,71045,2023-04-24,2023-04-07,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0315,Britannia,medium_printed,medium,26437,2023-03-01,2023-02-10,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0316,Hindustan Unilever,medium_std,medium,5548,2023-02-23,2023-01-19,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0317,Marico,medium_std,medium,6927,2022-06-21,2022-05-30,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0318,Dabur India,small_printed,small,54103,2024-01-12,2023-12-24,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0319,Parle Products,large_std,large,16515,2022-03-02,2022-01-20,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0320,Hindustan Unilever,large_std,large,21681,2022-05-11,2022-04-24,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0321,Marico,small_printed,small,50274,2022-09-20,2022-09-02,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0322,Dabur India,small_printed,small,47267,2022-05-23,2022-04-24,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0323,ITC Foods,large_std,large,32728,2022-06-26,2022-05-28,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0324,Hindustan Unilever,small_printed,small,17143,2023-09-14,2023-08-08,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0325,Dabur India,medium_printed,medium,42141,2022-04-18,2022-03-11,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0326,ITC Foods,small_std,small,50041,2023-05-27,2023-04-27,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0327,ITC Foods,large_std,large,50028,2022-02-15,2022-01-17,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0328,ITC Foods,large_premium,large,20693,2023-11-26,2023-11-04,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0329,Parle Products,large_std,large,36760,2022-03-30,2022-02-15,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0330,Parle Products,small_printed,small,73332,2024-01-01,2023-12-14,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0331,Dabur India,small_std,small,25657,2023-05-10,2023-04-14,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0332,Britannia,large_std,large,60001,2022-03-28,2022-02-12,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0333,Nestle India,small_std,small,58421,2022-10-19,2022-09-17,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0334,ITC Foods,small_std,small,54548,2023-02-01,2023-01-01,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0335,Britannia,large_std,large,33238,2022-06-19,2022-05-08,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0336,Marico,large_std,large,60862,2023-03-17,2023-01-31,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0337,Hindustan Unilever,medium_printed,medium,19503,2023-02-22,2023-01-12,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0338,Parle Products,small_printed,small,46168,2022-04-23,2022-03-22,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0339,Godrej Consumer,small_std,small,17828,2022-12-28,2022-11-25,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0340,Parle Products,medium_printed,medium,55882,2023-05-14,2023-04-02,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0341,ITC Foods,small_printed,small,11446,2023-02-05,2022-12-26,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0342,Dabur India,large_premium,large,105977,2022-10-27,2022-10-09,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0343,Parle Products,large_premium,large,57453,2023-12-04,2023-11-19,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0344,Marico,medium_printed,medium,49153,2022-06-12,2022-05-27,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0345,ITC Foods,small_std,small,19975,2022-06-16,2022-05-10,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0346,Parle Products,medium_printed,medium,5793,2023-03-11,2023-01-28,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0347,Hindustan Unilever,large_std,large,29870,2023-02-06,2023-01-15,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0348,Godrej Consumer,large_std,large,28578,2023-07-26,2023-06-27,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0349,Marico,small_std,small,57166,2022-06-04,2022-04-27,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0350,Godrej Consumer,small_std,small,20938,2023-09-10,2023-07-30,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0351,Marico,medium_printed,medium,23776,2022-09-03,2022-08-08,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0352,Marico,medium_std,medium,60685,2022-05-31,2022-05-06,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0353,ITC Foods,small_printed,small,62239,2024-02-06,2024-01-01,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0354,Godrej Consumer,small_std,small,64748,2024-01-30,2023-12-28,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0355,Parle Products,large_premium,large,47737,2022-07-18,2022-06-11,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0356,Nestle India,medium_std,medium,11563,2023-06-27,2023-06-05,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0357,ITC Foods,small_printed,small,6273,2022-10-13,2022-08-31,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0358,Hindustan Unilever,medium_std,medium,43261,2023-08-06,2023-07-19,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0359,Marico,small_printed,small,129549,2022-12-23,2022-11-13,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0360,ITC Foods,medium_printed,medium,8424,2023-03-14,2023-02-24,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0361,ITC Foods,small_printed,small,53207,2023-04-28,2023-04-06,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0362,Parle Products,large_premium,large,41720,2023-08-29,2023-07-19,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0363,Parle Products,small_std,small,59271,2023-07-02,2023-05-30,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0364,Nestle India,medium_std,medium,23943,2022-07-24,2022-06-18,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0365,Godrej Consumer,large_std,large,56124,2023-07-12,2023-06-16,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0366,Godrej Consumer,medium_printed,medium,34537,2023-11-01,2023-10-13,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0367,Parle Products,large_premium,large,15529,2023-06-23,2023-05-30,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0368,ITC Foods,medium_printed,medium,95656,2023-11-22,2023-11-06,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0369,Godrej Consumer,small_std,small,6559,2022-02-26,2022-01-30,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0370,Dabur India,small_printed,small,46222,2023-09-23,2023-08-09,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0371,Godrej Consumer,medium_printed,medium,36078,2023-11-18,2023-10-05,"{""M02"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M09"": 0.006, ""M10"": 0.006, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0372,Marico,large_premium,large,33683,2022-09-26,2022-09-08,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0373,Britannia,small_std,small,23598,2024-01-20,2023-12-07,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0374,Parle Products,medium_std,medium,28988,2023-05-25,2023-04-21,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0375,ITC Foods,large_premium,large,128143,2023-01-01,2022-11-23,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0376,Hindustan Unilever,large_std,large,38388,2022-06-17,2022-05-14,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0377,Marico,small_printed,small,13479,2022-10-04,2022-09-05,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0378,Britannia,small_std,small,7739,2022-07-04,2022-05-25,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0379,ITC Foods,medium_std,medium,62709,2022-10-08,2022-09-12,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0380,Marico,small_printed,small,65351,2022-07-28,2022-06-13,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0381,Britannia,small_printed,small,10915,2022-12-25,2022-11-12,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0382,Dabur India,medium_std,medium,46312,2022-09-21,2022-09-04,"{""M01"": 0.32, ""M05"": 0.22, ""M06"": 0.014, ""M08"": 0.025, ""M11"": 0.003, ""M13"": 0.08}"
PO-2022-0383,Marico,small_printed,small,67247,2022-11-17,2022-10-16,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0384,Britannia,small_std,small,58256,2023-07-26,2023-07-04,"{""M01"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M08"": 0.015, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0385,Britannia,large_premium,large,30811,2022-11-04,2022-09-28,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
PO-2022-0386,Nestle India,small_printed,small,7068,2022-03-25,2022-02-16,"{""M02"": 0.18, ""M05"": 0.12, ""M06"": 0.008, ""M09"": 0.003, ""M10"": 0.003, ""M11"": 0.002, ""M13"": 0.05}"
PO-2022-0387,Marico,large_std,large,8936,2023-08-21,2023-07-21,"{""M01"": 0.55, ""M05"": 0.38, ""M06"": 0.022, ""M08"": 0.04, ""M11"": 0.005, ""M14"": 0.12}"
PO-2022-0388,Parle Products,large_premium,large,68617,2023-10-21,2023-10-01,"{""M04"": 0.55, ""M05"": 0.38, ""M07"": 0.022, ""M09"": 0.008, ""M10"": 0.008, ""M12"": 0.004, ""M14"": 0.12}"
