date,material_id,transaction_type,quantity,unit,supplier_id,unit_price,po_number,unit_raw
2022-05-19,M12,receipt,152.99,kg,SUP02,9003.26,PO-34424,kg
2022-05-19,M04,issue,1.19,rolls,,25554.63,,rolls
2022-05-19,M10,issue,64.5,kg,,17690.78,,kg
2022-05-19,M06,writeoff,36.64,kg,,12117.3,,kg
2022-05-19,M12,writeoff,40.32,kg,,29683.08,,kg
2022-05-19,M04,issue,91.51,rolls,,8903.36,,rolls
2022-05-19,M11,issue,56.17,kg,,32749.37,,kg
2022-05-19,M11,issue,51.13,kg,,1170.97,,kg
2022-05-19,M11,issue,14.04,kg,,36946.99,,kg
2022-05-19,M11,issue,11.86,kg,,24401.39,,kg
2022-05-19,M02,issue,68.51,rolls,,30480.08,,rolls
2022-05-19,M08,issue,56.06,kg,,11410.52,,kg
2022-05-19,M13,issue,6.08,rolls,,955.95,,roll
2022-05-20,M09,issue,54.61,kg,,16144.96,,kg
2022-05-20,M12,receipt,168.83,kg,SUP06,23388.57,PO-96728,KG
2022-05-20,M13,issue,72.13,rolls,,6957.24,,pcs
2022-05-20,M13,receipt,53.31,rolls,SUP01,13851.17,PO-82260,rolls
2022-05-20,M05,receipt,119.89,rolls,SUP03,8941.16,PO-33081,Rolls
2022-05-20,M07,return,78.0,kg,,21626.96,,kg
2022-05-20,M05,issue,23.06,rolls,,8295.43,,nos
2022-05-20,M04,issue,54.58,rolls,,12827.04,,nos
2022-05-20,M13,receipt,424.23,rolls,SUP02,30822.16,PO-47719,rolls
2022-05-20,M07,issue,61.3,kg,,14493.91,,kg
2022-05-20,M04,issue,15.02,rolls,,10864.09,,rolls
2022-05-20,M12,return,97.78,kg,,5335.5,,kilograms
2022-05-20,M02,return,78.8,rolls,,14530.91,,rolls
2022-05-20,M07,issue,86.7,kg,,3633.72,,kg
2022-05-20,M10,issue,53.87,kg,,3722.0,,kg
2022-05-20,M11,issue,38.41,kg,,33842.54,,kg
2022-05-20,M12,issue,71.13,kg,,10026.96,,kgs
2022-05-21,M14,issue,18.14,rolls,,17833.73,,rolls
2022-05-21,M06,return,81.13,kg,,19190.87,,kg
2022-05-21,M09,issue,12.66,kg,,40923.65,,kg
2022-05-21,M01,issue,38.05,rolls,,32035.53,,rolls
2022-05-21,M08,issue,90.49,kg,,28439.38,,KG
2022-05-21,M07,receipt,159.57,kg,SUP01,2870.08,PO-82170,kg
2022-05-21,M05,receipt,354.05,rolls,SUP02,16439.41,PO-40182,rolls
2022-05-21,M09,issue,13.86,kg,,33430.07,,kg
2022-05-21,M02,issue,93.72,rolls,,18151.3,,rolls
2022-05-21,M06,issue,9.94,kg,,19163.64,,Kg
2022-05-21,M10,receipt,136.98,kg,SUP02,6720.23,PO-33665,kg
2022-05-21,M10,issue,54.3,kg,,43307.48,,kg
2022-05-21,M09,return,79.27,kg,,41103.91,,kg
2022-05-21,M13,return,54.61,rolls,,5637.15,,rolls
2022-05-21,M03,receipt,421.63,rolls,SUP08,43263.59,PO-25319,rolls
2022-05-21,M14,return,74.45,rolls,,6225.46,,rolls
2022-05-21,M06,issue,80.32,kg,,30150.41,,kg
2022-05-21,M03,receipt,156.44,rolls,SUP07,12500.25,PO-39191,rolls
2022-05-21,M12,writeoff,95.07,kg,,35427.13,,kg
2022-05-21,M01,issue,15.41,rolls,,34066.03,,rolls
2022-05-21,M13,receipt,294.34,rolls,SUP09,43220.57,PO-56890,Rolls
2022-05-21,M09,issue,15.75,kg,,26819.5,,kg
2022-05-21,M02,issue,47.58,rolls,,43509.44,,nos
2022-05-21,M04,issue,84.64,rolls,,29666.14,,rolls
2022-05-21,M10,return,53.84,kg,,40131.16,,Kg
2022-05-21,M12,issue,43.01,kg,,42427.43,,kg
2022-05-21,M10,issue,86.86,kg,,7095.46,,kgs
2022-05-22,M05,issue,6.34,rolls,,29681.23,,rolls
2022-05-22,M06,issue,72.91,kg,,25583.83,,kg
2022-05-22,M05,receipt,441.06,rolls,SUP01,23596.18,PO-82901,rolls
2022-05-22,M07,return,57.04,kg,,3872.12,,kg
2022-05-22,M01,issue,65.97,rolls,,40150.59,,rolls
2022-05-22,M10,issue,45.17,kg,,35594.75,,kg
2022-05-22,M13,issue,82.76,rolls,,12260.04,,rolls
2022-05-22,M03,issue,97.32,rolls,,11838.94,,rolls
2022-05-22,M11,issue,37.09,kg,,28387.12,,kg
2022-05-22,M05,receipt,12.53,rolls,SUP02,10123.27,PO-46921,rolls
2022-05-22,M11,issue,27.62,kg,,38621.34,,kg
2022-05-22,M04,issue,16.3,rolls,,1020.87,,rolls
2022-05-22,M01,return,39.69,rolls,,12148.84,,rolls
2022-05-22,M06,receipt,337.52,kg,SUP04,6257.47,PO-54113,kg
2022-05-22,M02,receipt,331.81,rolls,SUP07,37905.7,PO-62922,rolls
2022-05-22,M03,issue,30.83,rolls,,28151.26,,Rolls
2022-05-22,M04,receipt,368.63,rolls,SUP02,6827.05,PO-86089,rolls
2022-05-22,M09,issue,73.36,kg,,35469.43,,kg
2022-05-22,M06,return,58.06,kg,,40491.49,,kg
2022-05-22,M14,issue,32.19,rolls,,21070.15,,rolls
2022-05-22,M05,issue,68.35,rolls,,7397.12,,roll
2022-05-22,M08,receipt,461.46,kg,SUP02,36672.23,PO-26165,kg
2022-05-22,M06,issue,34.03,kg,,42892.23,,kg
2022-05-22,M01,issue,64.45,rolls,,37295.58,,rolls
2022-05-22,M13,return,63.72,rolls,,36318.61,,rolls
2022-05-22,M07,writeoff,14.19,kg,,17150.37,,kg
2022-05-22,M11,issue,8.75,kg,,23325.56,,kg
2022-05-23,M07,issue,71.43,kg,,9745.26,,kg
2022-05-23,M04,return,33.63,rolls,,11214.28,,rolls
2022-05-23,M11,receipt,448.21,kg,SUP02,25178.79,PO-99407,kg
2022-05-23,M09,issue,3.57,kg,,8071.07,,kg
2022-05-23,M01,issue,84.7,rolls,,8294.39,,rolls
2022-05-23,M14,issue,45.52,rolls,,43025.35,,pcs
2022-05-23,M10,issue,35.74,kg,,24419.74,,kg
2022-05-23,M13,issue,18.85,rolls,,5968.69,,rolls
2022-05-23,M10,issue,77.44,kg,,12570.0,,kg
2022-05-23,M10,issue,47.01,kg,,9507.47,,kg
2022-05-23,M04,issue,9.21,rolls,,21574.48,,rolls
2022-05-23,M12,receipt,409.12,kg,SUP06,36343.12,PO-75988,kg
2022-05-23,M09,issue,19.36,kg,,31085.98,,Kg
2022-05-23,M02,return,49.09,rolls,,38038.47,,rolls
2022-05-23,M01,receipt,290.9,rolls,SUP05,44797.75,PO-18621,rolls
2022-05-23,M08,issue,8.28,kg,,44602.52,,kg
2022-05-23,M13,issue,69.02,rolls,,32297.85,,rolls
2022-05-23,M03,issue,20.8,rolls,,32846.78,,nos
2022-05-23,M06,issue,45.1,kg,,39745.74,,kg
2022-05-23,M13,receipt,345.73,rolls,SUP07,5131.9,PO-70611,rolls
2022-05-24,M01,issue,57.26,rolls,,15859.44,,rolls
2022-05-24,M08,issue,22.25,kg,,8145.15,,kg
2022-05-24,M02,issue,35.95,rolls,,2660.43,,rolls
2022-05-24,M14,issue,33.2,rolls,,41300.66,,rolls
2022-05-24,M14,issue,43.63,rolls,,40355.08,,rolls
2022-05-24,M09,issue,60.13,kg,,15330.27,,kg
2022-05-24,M13,receipt,136.85,rolls,SUP05,43099.77,PO-94187,roll
2022-05-24,M11,issue,15.09,kg,,40741.93,,kg
2022-05-24,M01,issue,69.19,rolls,,31412.35,,pcs
2022-05-24,M10,receipt,412.49,kg,SUP05,39364.4,PO-66128,kg
2022-05-24,M14,receipt,416.08,rolls,SUP06,43378.86,PO-31860,rolls
2022-05-24,M02,issue,47.8,rolls,,12586.75,,rolls
2022-05-24,M03,return,22.88,rolls,,25708.44,,rolls
2022-05-24,M09,issue,84.51,kg,,29456.45,,kg
2022-05-24,M12,return,50.05,kg,,8248.48,,kgs
2022-05-24,M09,issue,89.94,kg,,9133.05,,kgs
2022-05-24,M09,issue,21.98,kg,,19700.3,,kg
2022-05-24,M05,return,7.1,rolls,,8259.29,,rolls
2022-05-24,M14,issue,49.64,rolls,,33464.58,,rolls
2022-05-24,M13,issue,69.33,rolls,,44990.96,,rolls
2022-05-24,M13,issue,18.49,rolls,,33990.45,,rolls
2022-05-24,M03,receipt,401.64,rolls,SUP01,2613.73,PO-19211,rolls
2022-05-25,M12,issue,18.73,kg,,8889.56,,kg
2022-05-25,M03,return,23.64,rolls,,14090.5,,rolls
2022-05-25,M05,issue,73.45,rolls,,5756.37,,rolls
2022-05-25,M09,issue,17.83,kg,,13421.94,,kg
2022-05-25,M01,issue,96.61,rolls,,37045.69,,rolls
2022-05-25,M11,issue,59.53,kg,,31885.98,,kg
2022-05-25,M01,receipt,339.14,rolls,SUP03,14889.37,PO-61123,nos
2022-05-25,M01,issue,92.62,rolls,,34446.49,,rolls
2022-05-25,M03,receipt,314.3,rolls,SUP06,35418.05,PO-13403,roll
2022-05-25,M01,issue,67.92,rolls,,25114.56,,rolls
2022-05-25,M11,issue,80.91,kg,,14343.86,,kg
2022-05-25,M10,issue,34.79,kg,,27452.72,,kg
2022-05-25,M02,issue,68.63,rolls,,13177.81,,rolls
2022-05-25,M11,return,73.38,kg,,10903.59,,kg
2022-05-25,M14,receipt,279.53,rolls,SUP03,27888.28,PO-18543,rolls
2022-05-25,M08,issue,19.47,kg,,21217.91,,kg
2022-05-25,M09,issue,66.46,kg,,25479.3,,kg
2022-05-25,M03,return,79.09,rolls,,26283.77,,rolls
2022-05-25,M14,issue,51.56,rolls,,27355.77,,rolls
2022-05-25,M10,issue,66.43,kg,,43502.36,,kg
2022-05-25,M11,issue,36.48,kg,,37326.07,,KG
2022-05-25,M14,issue,20.05,rolls,,23207.51,,rolls
2022-05-25,M08,issue,40.56,kg,,2026.86,,Kg
2022-05-26,M01,issue,65.34,rolls,,42924.59,,rolls
2022-05-26,M10,issue,66.85,kg,,13633.73,,KG
2022-05-26,M12,issue,16.62,kg,,8219.43,,kg
2022-05-26,M03,issue,95.32,rolls,,36461.24,,rolls
2022-05-26,M13,issue,35.39,rolls,,11811.26,,rolls
2022-05-26,M06,return,66.83,kg,,6131.23,,kg
2022-05-26,M10,issue,2.07,kg,,8541.7,,kg
2022-05-26,M08,issue,55.55,kg,,3468.9,,kg
2022-05-26,M08,return,19.55,kg,,14600.98,,KG
2022-05-26,M10,issue,18.48,kg,,39126.14,,KG
2022-05-26,M13,receipt,367.7,rolls,SUP03,15190.64,PO-75280,rolls
2022-05-26,M05,issue,34.33,rolls,,40090.53,,rolls
2022-05-26,M10,issue,26.56,kg,,30873.49,,kg
2022-05-26,M07,return,41.52,kg,,12056.63,,kg
2022-05-26,M14,issue,99.58,rolls,,36464.03,,rolls
2022-05-26,M02,issue,84.03,rolls,,37196.55,,rolls
2022-05-26,M08,return,27.83,kg,,5083.89,,kg
2022-05-26,M04,issue,80.63,rolls,,16586.49,,rolls
2022-05-26,M01,issue,76.8,rolls,,23177.36,,rolls
2022-05-26,M04,issue,41.52,rolls,,23494.55,,rolls
2022-05-26,M13,issue,56.94,rolls,,27510.02,,rolls
2022-05-26,M11,receipt,499.56,kg,SUP04,25490.15,PO-13266,kg
2022-05-26,M12,receipt,343.02,kg,SUP06,37701.24,PO-51669,KG
2022-05-26,M09,issue,47.78,kg,,43782.63,,kg
2022-05-26,M02,receipt,242.31,rolls,SUP05,44998.91,PO-33474,rolls
2022-05-27,M07,writeoff,42.67,kg,,1956.73,,kg
2022-05-27,M05,issue,31.47,rolls,,24317.29,,rolls
2022-05-27,M05,issue,16.92,rolls,,1787.04,,rolls
2022-05-27,M05,receipt,283.9,rolls,SUP09,5944.79,PO-29643,rolls
2022-05-27,M03,return,50.68,rolls,,31381.48,,rolls
2022-05-27,M13,issue,90.47,rolls,,40915.33,,rolls
2022-05-27,M07,return,6.23,kg,,32071.61,,kg
2022-05-27,M05,issue,73.56,rolls,,11414.08,,rolls
2022-05-27,M05,issue,66.88,rolls,,6466.5,,Rolls
2022-05-27,M05,issue,69.65,rolls,,26845.32,,rolls
2022-05-27,M05,issue,81.71,rolls,,1472.21,,pcs
2022-05-27,M08,issue,1.26,kg,,30448.63,,kg
2022-05-27,M07,receipt,233.33,kg,SUP03,1912.62,PO-36866,kgs
2022-05-27,M08,issue,86.93,kg,,4679.13,,kg
2022-05-27,M03,return,93.75,rolls,,40096.33,,rolls
2022-05-27,M08,issue,56.23,kg,,41655.52,,kg
2022-05-27,M09,issue,93.19,kg,,41134.04,,kg
2022-05-27,M13,return,59.44,rolls,,3581.47,,rolls
2022-05-27,M06,issue,16.73,kg,,28734.72,,kg
2022-05-27,M14,issue,44.31,rolls,,28370.05,,rolls
2022-05-27,M10,issue,29.29,kg,,12157.25,,kg
2022-05-27,M06,writeoff,24.53,kg,,41457.31,,kg
2022-05-27,M11,issue,56.8,kg,,18078.24,,kg
2022-05-27,M08,issue,21.5,kg,,37388.44,,kilograms
2022-05-27,M14,receipt,487.73,rolls,SUP09,26073.19,PO-43018,rolls
2022-05-27,M14,return,6.56,rolls,,12153.28,,Rolls
2022-05-27,M05,return,31.01,rolls,,13546.06,,rolls
2022-05-27,M03,receipt,489.11,rolls,SUP06,43251.25,PO-16317,rolls
2022-05-28,M10,issue,73.28,kg,,22967.69,,kg
2022-05-28,M05,issue,84.7,rolls,,30722.35,,rolls
2022-05-28,M07,writeoff,12.93,kg,,37382.07,,kg
2022-05-28,M07,issue,3.4,kg,,34283.7,,kg
2022-05-28,M08,issue,21.4,kg,,9716.72,,kg
2022-05-28,M09,return,3.92,kg,,32498.17,,kg
2022-05-28,M05,receipt,442.36,rolls,SUP05,43655.7,PO-22443,rolls
2022-05-28,M14,return,91.38,rolls,,10114.59,,rolls
2022-05-28,M14,receipt,134.62,rolls,SUP07,15406.3,PO-79634,rolls
2022-05-28,M03,issue,57.02,rolls,,43571.8,,rolls
2022-05-28,M10,issue,81.03,kg,,34129.44,,kg
2022-05-28,M09,receipt,285.16,kg,SUP04,18327.02,PO-30800,kgs
2022-05-28,M07,receipt,382.44,kg,SUP09,8302.52,PO-23122,kg
2022-05-28,M03,issue,18.07,rolls,,5568.4,,roll
2022-05-28,M02,issue,30.49,rolls,,41093.77,,roll
2022-05-28,M08,receipt,484.14,kg,SUP03,4653.54,PO-39322,kg
2022-05-28,M10,issue,55.96,kg,,8460.09,,kg
2022-05-28,M10,issue,78.6,kg,,9774.46,,kilograms
2022-05-29,M05,issue,25.67,rolls,,19807.21,,rolls
2022-05-29,M06,receipt,358.29,kg,SUP03,22708.14,PO-43882,kg
2022-05-29,M08,return,71.36,kg,,40264.07,,kg
2022-05-29,M02,issue,54.43,rolls,,3781.24,,rolls
2022-05-29,M05,issue,70.68,rolls,,17933.71,,rolls
2022-05-29,M13,return,18.2,rolls,,5543.94,,rolls
2022-05-29,M07,writeoff,60.54,kg,,36247.76,,kg
2022-05-29,M08,receipt,334.22,kg,SUP07,34962.11,PO-77010,kg
2022-05-29,M11,issue,57.18,kg,,25465.5,,kg
2022-05-29,M07,receipt,336.04,kg,SUP02,42004.02,PO-68639,kg
2022-05-29,M13,issue,98.07,rolls,,26850.96,,rolls
2022-05-29,M02,issue,13.99,rolls,,36605.7,,rolls
2022-05-29,M03,receipt,494.77,rolls,SUP08,33655.24,PO-64206,roll
2022-05-29,M03,receipt,9.42,rolls,SUP07,22627.05,PO-49884,rolls
2022-05-29,M10,issue,68.23,kg,,19743.55,,kg
2022-05-29,M09,return,48.92,kg,,39826.69,,kg
2022-05-29,M08,issue,97.63,kg,,29603.1,,kg
2022-05-29,M14,receipt,168.62,rolls,SUP01,29097.38,PO-51487,rolls
2022-05-29,M14,return,95.62,rolls,,28789.92,,rolls
2022-05-29,M13,issue,44.4,rolls,,9703.42,,rolls
2022-05-29,M10,issue,19.44,kg,,15438.27,,kgs
2022-05-29,M02,issue,52.68,rolls,,12814.1,,rolls
2022-05-29,M02,return,33.0,rolls,,5957.79,,rolls
2022-05-29,M05,issue,14.62,rolls,,8881.83,,rolls
2022-05-29,M12,receipt,56.82,kg,SUP07,5273.03,PO-94938,kg
2022-05-29,M13,issue,64.41,rolls,,26561.74,,rolls
2022-05-30,M07,writeoff,95.56,kg,,22186.54,,kg
2022-05-30,M08,issue,40.07,kg,,43483.48,,kg
2022-05-30,M14,issue,22.29,rolls,,43956.53,,rolls
2022-05-30,M03,issue,43.84,rolls,,43070.63,,rolls
2022-05-30,M02,issue,46.51,rolls,,25747.04,,rolls
2022-05-30,M14,return,79.61,rolls,,15327.35,,rolls
2022-05-30,M04,return,96.69,rolls,,24766.22,,roll
2022-05-30,M02,return,59.37,rolls,,29716.12,,roll
2022-05-30,M04,receipt,137.64,rolls,SUP01,10554.07,PO-85075,rolls
2022-05-30,M10,issue,86.73,kg,,35968.27,,kg
2022-05-30,M10,issue,9.72,kg,,19633.25,,kilograms
2022-05-30,M04,issue,10.53,rolls,,40079.03,,rolls
2022-05-30,M03,return,25.43,rolls,,3924.45,,Rolls
2022-05-30,M02,issue,26.82,rolls,,41864.76,,rolls
2022-05-30,M13,issue,82.65,rolls,,27752.57,,nos
2022-05-30,M09,issue,96.36,kg,,38846.49,,kg
2022-05-30,M06,issue,6.59,kg,,36857.49,,kg
2022-05-30,M10,return,38.39,kg,,31475.53,,kg
2022-05-30,M08,receipt,38.95,kg,SUP04,1228.53,PO-73549,kg
2022-05-30,M03,issue,72.08,rolls,,31740.61,,rolls
2022-05-30,M04,issue,87.13,rolls,,22454.17,,rolls
2022-05-30,M03,issue,58.93,rolls,,33436.96,,rolls
2022-05-30,M14,issue,59.71,rolls,,28302.73,,rolls
2022-05-30,M08,return,12.69,kg,,23465.98,,kg
2022-05-31,M02,receipt,116.04,rolls,SUP08,4558.75,PO-32719,rolls
2022-05-31,M12,issue,9.11,kg,,19579.99,,kg
2022-05-31,M12,receipt,462.03,kg,SUP06,27616.21,PO-92474,kg
2022-05-31,M05,receipt,245.9,rolls,SUP02,15138.22,PO-11365,pcs
2022-05-31,M05,issue,95.23,rolls,,1345.31,,rolls
2022-05-31,M14,receipt,81.22,rolls,SUP07,5609.44,PO-28928,rolls
2022-05-31,M07,writeoff,76.77,kg,,22701.81,,kg
2022-05-31,M04,return,34.03,rolls,,25248.25,,rolls
2022-05-31,M04,issue,22.7,rolls,,3692.65,,rolls
2022-05-31,M14,issue,7.31,rolls,,33981.5,,rolls
2022-05-31,M12,return,71.49,kg,,18661.93,,kgs
2022-05-31,M12,issue,35.83,kg,,19567.46,,kgs
2022-05-31,M14,return,24.03,rolls,,8944.09,,rolls
2022-05-31,M12,receipt,7.6,kg,SUP03,18522.61,PO-77971,kg
2022-05-31,M14,issue,49.46,rolls,,36121.92,,rolls
2022-05-31,M07,writeoff,71.04,kg,,12166.36,,kg
2022-05-31,M13,issue,49.62,rolls,,15752.3,,nos
2022-05-31,M01,return,62.34,rolls,,44508.42,,rolls
2022-05-31,M01,issue,14.16,rolls,,15871.84,,rolls
2022-05-31,M04,issue,85.09,rolls,,28742.51,,rolls
2022-05-31,M13,issue,52.82,rolls,,1297.04,,rolls
2022-05-31,M07,return,27.05,kg,,31425.45,,KG
2022-05-31,M14,issue,72.33,rolls,,22990.01,,rolls
2022-05-31,M10,issue,89.02,kg,,32868.76,,kg
2022-05-31,M07,receipt,243.63,kg,SUP04,6989.77,PO-31521,kg
2022-05-31,M12,return,80.52,kg,,5425.97,,Kg
2022-05-31,M11,issue,40.57,kg,,17069.84,,kg
2022-05-31,M05,return,28.1,rolls,,13092.98,,rolls
2022-05-31,M02,issue,26.45,rolls,,34447.24,,rolls
2022-05-31,M02,issue,72.61,rolls,,8470.02,,rolls
2022-05-31,M06,issue,53.71,kg,,12814.18,,kg
2022-05-31,M06,writeoff,68.83,kg,,10665.59,,kg
2022-05-31,M10,issue,65.88,kg,,23915.76,,kg
2022-06-01,M03,issue,77.31,rolls,,10826.3,,rolls
2022-06-01,M05,issue,79.27,rolls,,44537.5,,rolls
2022-06-01,M05,issue,97.14,rolls,,39073.08,,rolls
2022-06-01,M10,receipt,497.87,kg,SUP09,26476.18,PO-95165,kg
2022-06-01,M14,issue,38.36,rolls,,41948.87,,rolls
2022-06-01,M08,return,39.2,kg,,15499.43,,kgs
2022-06-01,M01,issue,56.86,rolls,,26459.78,,rolls
2022-06-01,M05,receipt,243.74,rolls,SUP03,29033.66,PO-81057,rolls
2022-06-01,M10,issue,85.25,kg,,16986.87,,kg
2022-06-01,M14,issue,95.27,rolls,,13106.74,,roll
2022-06-01,M13,return,9.6,rolls,,7395.13,,roll
2022-06-01,M10,issue,50.74,kg,,19049.74,,kg
2022-06-01,M04,issue,3.6,rolls,,35252.27,,rolls
2022-06-01,M11,issue,66.54,kg,,14642.86,,kg
2022-06-01,M11,issue,38.82,kg,,32329.79,,kg
2022-06-01,M01,return,20.1,rolls,,27064.17,,rolls
2022-06-01,M14,issue,26.19,rolls,,2853.45,,rolls
2022-06-01,M04,receipt,205.51,rolls,SUP02,40564.53,PO-33041,rolls
2022-06-01,M12,writeoff,40.06,kg,,21866.32,,kg
2022-06-01,M02,issue,24.57,rolls,,3018.16,,rolls
2022-06-01,M08,issue,78.78,kg,,15161.81,,kg
2022-06-01,M08,issue,83.56,kg,,20632.31,,kg
2022-06-02,M04,issue,63.6,rolls,,19113.12,,roll
2022-06-02,M11,issue,67.67,kg,,6020.21,,kg
2022-06-02,M13,issue,80.05,rolls,,18405.52,,pcs
2022-06-02,M10,issue,83.3,kg,,34124.63,,kg
2022-06-02,M03,receipt,8.26,rolls,SUP08,38146.96,PO-82143,rolls
2022-06-02,M14,issue,15.13,rolls,,34194.7,,rolls
2022-06-02,M11,return,75.18,kg,,4887.4,,kilograms
2022-06-02,M04,issue,38.19,rolls,,17254.3,,rolls
2022-06-02,M07,issue,93.47,kg,,22442.91,,kg
2022-06-02,M04,issue,22.87,rolls,,39059.1,,rolls
2022-06-02,M13,return,12.92,rolls,,39886.32,,rolls
2022-06-02,M08,issue,16.91,kg,,37456.39,,kg
2022-06-02,M01,return,63.97,rolls,,24319.5,,rolls
2022-06-02,M14,issue,72.61,rolls,,21770.17,,rolls
2022-06-02,M02,receipt,267.8,rolls,SUP04,4898.65,PO-74498,rolls
2022-06-02,M06,issue,2.4,kg,,35076.79,,kg
2022-06-02,M06,return,37.86,kg,,36513.75,,kg
2022-06-02,M09,issue,40.6,kg,,29425.66,,kg
2022-06-02,M07,issue,50.58,kg,,22762.13,,kgs
2022-06-02,M05,issue,19.55,rolls,,5448.35,,rolls
2022-06-02,M05,receipt,338.31,rolls,SUP09,33714.85,PO-45410,rolls
2022-06-02,M04,issue,70.61,rolls,,11801.62,,rolls
2022-06-02,M14,return,69.62,rolls,,40348.12,,rolls
2022-06-02,M12,issue,6.49,kg,,34818.4,,kg
2022-06-02,M13,issue,39.67,rolls,,36807.52,,roll
2022-06-03,M02,receipt,248.88,rolls,SUP01,6696.89,PO-78505,rolls
2022-06-03,M09,issue,99.75,kg,,34908.5,,kilograms
2022-06-03,M09,issue,52.44,kg,,37246.15,,Kg
2022-06-03,M12,receipt,17.59,kg,SUP02,5148.13,PO-18078,kg
2022-06-03,M07,writeoff,68.17,kg,,17568.78,,kg
2022-06-03,M02,receipt,397.8,rolls,SUP02,40752.6,PO-47011,rolls
2022-06-03,M04,issue,14.15,rolls,,9098.22,,rolls
2022-06-03,M04,issue,23.17,rolls,,29292.42,,rolls
2022-06-03,M07,writeoff,9.18,kg,,20893.32,,kg
2022-06-03,M05,return,79.14,rolls,,16557.36,,rolls
2022-06-03,M05,issue,79.46,rolls,,36222.42,,rolls
2022-06-03,M03,receipt,16.95,rolls,SUP04,26814.63,PO-61597,rolls
2022-06-03,M11,issue,52.33,kg,,24058.0,,kgs
2022-06-03,M04,issue,96.94,rolls,,41714.42,,rolls
2022-06-03,M08,receipt,7.77,kg,SUP04,9607.63,PO-22300,kg
2022-06-03,M03,receipt,496.23,rolls,SUP07,2230.11,PO-14580,rolls
2022-06-03,M08,issue,25.79,kg,,4044.46,,kg
2022-06-03,M05,issue,63.79,rolls,,16425.65,,rolls
2022-06-03,M09,issue,7.59,kg,,1649.74,,kg
2022-06-03,M05,issue,68.31,rolls,,24060.99,,rolls
2022-06-03,M03,issue,97.66,rolls,,34801.4,,rolls
2022-06-03,M13,issue,85.64,rolls,,17317.02,,rolls
2022-06-03,M07,receipt,260.14,kg,SUP03,37957.98,PO-75762,kg
2022-06-03,M01,issue,73.33,rolls,,4436.29,,rolls
2022-06-03,M09,return,20.42,kg,,38665.28,,kilograms
2022-06-03,M11,issue,74.13,kg,,37371.6,,KG
2022-06-03,M11,issue,28.6,kg,,31681.18,,kg
2022-06-03,M11,issue,10.93,kg,,24123.03,,kg
2022-06-04,M06,issue,27.99,kg,,34953.78,,kg
2022-06-04,M08,issue,64.56,kg,,26753.66,,kg
2022-06-04,M01,receipt,215.39,rolls,SUP04,28741.9,PO-40909,rolls
2022-06-04,M05,issue,77.01,rolls,,21032.7,,rolls
2022-06-04,M08,issue,57.39,kg,,35174.39,,kg
2022-06-04,M02,receipt,404.38,rolls,SUP09,27609.39,PO-58146,pcs
2022-06-04,M08,issue,19.86,kg,,36013.75,,kg
2022-06-04,M13,issue,99.41,rolls,,10454.12,,rolls
2022-06-04,M05,issue,27.14,rolls,,25877.2,,roll
2022-06-04,M12,issue,69.9,kg,,24396.9,,kg
2022-06-04,M05,issue,31.89,rolls,,27277.22,,rolls
2022-06-04,M09,receipt,135.19,kg,SUP09,20393.57,PO-79157,Kg
2022-06-04,M05,receipt,134.26,rolls,SUP08,18669.59,PO-44609,rolls
2022-06-04,M03,issue,60.36,rolls,,7439.73,,rolls
2022-06-04,M03,receipt,432.74,rolls,SUP06,4160.61,PO-15725,rolls
2022-06-04,M07,issue,50.9,kg,,29667.85,,kg
2022-06-04,M06,writeoff,75.37,kg,,31430.19,,kilograms
2022-06-04,M01,issue,8.97,rolls,,33543.49,,rolls
2022-06-04,M06,writeoff,8.45,kg,,16773.79,,kg
2022-06-04,M01,issue,5.3,rolls,,35450.45,,pcs
2022-06-04,M10,return,58.83,kg,,35014.67,,kg
2022-06-04,M01,return,13.41,rolls,,26811.26,,rolls
2022-06-04,M09,issue,69.86,kg,,44751.38,,kg
2022-06-04,M08,issue,24.73,kg,,22674.38,,kgs
2022-06-04,M04,receipt,484.65,rolls,SUP05,31483.35,PO-26787,rolls
2022-06-05,M02,issue,39.72,rolls,,35486.91,,rolls
2022-06-05,M10,issue,27.37,kg,,15608.67,,kg
2022-06-05,M13,return,98.54,rolls,,27712.69,,rolls
2022-06-05,M13,receipt,390.82,rolls,SUP04,18078.83,PO-64277,Rolls
2022-06-05,M02,return,31.59,rolls,,23299.4,,rolls
2022-06-05,M02,receipt,294.98,rolls,SUP09,10349.02,PO-16400,pcs
2022-06-05,M11,receipt,424.61,kg,SUP04,36964.67,PO-59998,kg
2022-06-05,M14,issue,57.83,rolls,,4689.83,,rolls
2022-06-05,M14,issue,22.99,rolls,,3212.06,,rolls
2022-06-05,M14,issue,76.66,rolls,,5481.64,,rolls
2022-06-05,M09,receipt,107.7,kg,SUP07,14572.56,PO-16435,kg
2022-06-05,M02,issue,37.84,rolls,,23402.19,,rolls
2022-06-05,M03,issue,45.23,rolls,,43592.05,,rolls
2022-06-05,M11,issue,95.33,kg,,39890.57,,kg
2022-06-05,M10,issue,87.37,kg,,44017.08,,kg
2022-06-05,M12,writeoff,74.35,kg,,8963.26,,kg
2022-06-05,M11,issue,63.73,kg,,19335.05,,kg
2022-06-05,M07,writeoff,82.42,kg,,23072.36,,kg
2022-06-05,M10,issue,66.82,kg,,11080.54,,kg
2022-06-05,M05,receipt,481.11,rolls,SUP06,27319.11,PO-83317,pcs
